Year,Country,ExportsFASValueBasisYtdDec,GenImportsCIFValBasisYtdDec
2001,Japan,57838313,6389955
2001,Australia,7950879,1074131
2001,Papua New Guinea,3360,32372078
2001,New Zealand,1865785,459081
2001,Tokelau,0,48962
2001,Samoa,3133,5400
2001,Vanuatu,0,14995
2001,Pitcairn Islands,8010,0
2001,New Caledonia,57305,46441
2001,French Polynesia,355763,396319
2001,Marshall Islands,56417,0
2001,Micronesia,71733,0
2001,Palau,304486,0
2001,Fiji,0,385739
2001,Tonga,0,314729
2001,Morocco,0,793170
2001,Tunisia,34299,2649
2001,Egypt,363536,3569912
2001,Cameroon,0,2852594
2001,Guinea,37594,3537898
2001,Cote d'Ivoire,389538,241404732
2001,Ghana,159593,57382766
2001,Niger,20998,0
2001,Togo,32017,228580
2001,Nigeria,90104,1520940
2001,Central African Republic,0,2215
2001,Gabon,2905,0
2001,St Helena,55397,0
2001,Burkina Faso,31000,0
2001,Benin,11404,0
2001,Angola,128621,0
2001,Congo (Brazzaville),0,385079
2001,Liberia,22563,0
2001,Burundi,0,2671960
2001,Rwanda,0,4003591
2001,Ethiopia,0,11821806
2001,Uganda,0,12993538
2001,Kenya,0,28991748
2001,British Indian Ocean Territories,38240,0
2001,Tanzania,6473,2087531
2001,Madagascar,0,81445495
2001,Comoros,0,10404396
2001,Reunion,86564,42008
2001,South Africa,416753,2678552
2001,Zambia,0,434945
2001,Swaziland,0,7408
2001,Zimbabwe,0,1783885
2001,Malawi,0,13852025
2002,Canada,621201685,710657464
2002,Mexico,112649198,290626444
2002,Guatemala,5260434,180067398
2002,Belize,538655,53766
2002,El Salvador,3082614,34413476
2002,Honduras,2008523,31545205
2002,Nicaragua,921742,33789083
2002,Costa Rica,5400831,128082639
2002,Panama,11387948,8665886
2002,Bermuda,1101247,0
2002,Bahamas,1464840,96337
2002,Cuba,46666,0
2002,Jamaica,2583450,4969866
2002,Turks and Caicos Islands,24147,0
2002,Cayman Islands,339780,0
2002,Haiti,69871,4085777
2002,Dominican Republic,5634469,49808008
2002,British Virgin Islands,4271,306383
2002,St Kitts and Nevis,11165,0
2002,Antigua and Barbuda,54206,106590
2002,Dominica,18610,0
2002,St Lucia,194803,26636
2002,St Vincent and the Grenadines,32576,0
2002,Grenada,16348,2039627
2002,Barbados,1197260,28467
2002,Trinidad and Tobago,2008368,857671
2002,Netherlands Antilles,2222564,0
2002,Aruba,1215692,0
2002,Guadeloupe,7310,0
2002,Martinique,15675,0
2002,Colombia,8915141,352806990
2002,Venezuela,6616123,14670950
2002,Guyana,429701,36623
2002,Suriname,672328,193804
2002,Ecuador,750811,50884386
2002,Peru,4697176,72936195
2002,Bolivia,214889,1974021
2002,Chile,1324734,18313271
2002,Brazil,8003861,336386147
2002,Paraguay,75382,288579
2002,Uruguay,1501609,318246
2002,Argentina,319215,43041558
2002,Iceland,761842,48177
2002,Sweden,1613476,31200049
2002,Norway,426400,242823
2002,Finland,295725,618781
2002,Denmark,357591,4294371
2002,United Kingdom,17656473,79482831
2002,Ireland,4925299,15890851
2002,Netherlands,6944062,171763248
2002,Belgium,1210900,54791007
2002,Luxembourg,2801,17810
2002,Monaco,0,3357
2002,France,9153330,49606877
2002,Germany,22490041,128744858
2002,Austria,9370,7712668
2002,Czech Republic,19084,127905
2002,Slovakia,3675,51329
2002,Hungary,544495,778135
2002,Switzerland,5262425,49454660
2002,Estonia,625652,19063
2002,Latvia,570545,475665
2002,Lithuania,120863,113388
2002,Poland,803847,8618847
2002,Russia,2611338,1272273
2002,Belarus,0,233215
2002,Ukraine,435508,294495
2002,Armenia,0,42453
2002,Azerbaijan,3340,0
2002,Georgia,45173,563723
2002,Moldova,0,9044
2002,Spain,1807966,29081141
2002,Portugal,192476,637502
2002,Malta,24072,0
2002,Italy,796503,37896902
2002,Croatia,22629,1160447
2002,Slovenia,33000,73842
2002,Bosnia and Herzegovina,29044,226660
2002,Macedonia,0,82618
2002,Montenegro,23745,130169
2002,Albania,0,73553
2002,Greece,410395,1884184
2002,Romania,67651,17032
2002,Bulgaria,0,1023214
2002,Turkey,176803,19547015
2002,Cyprus,76418,104924
2002,Syria,0,6776040
2002,Lebanon,2626190,725253
2002,Iran,0,323507
2002,Israel,6053818,11316059
2002,Jordan,409007,173539
2002,Kuwait,2563691,10995
2002,Saudi Arabia,11491231,42964
2002,Qatar,1135692,0
2002,United Arab Emirates,5169332,328229
2002,Yemen,11144,3034619
2002,Oman,269101,0
2002,Bahrain,528607,0
2002,Afghanistan,4894,0
2002,India,846100,86048045
2002,Pakistan,65581,2778798
2002,Nepal,0,20993
2002,Bangladesh,0,12128
2002,Sri Lanka,578234,23949060
2002,Burma,14013,0
2002,Thailand,6204737,10865504
2002,Vietnam,356202,85512213
2002,Laos,0,35450
2002,Cambodia,11817,9744
2002,Malaysia,6288998,48199353
2002,Singapore,20483549,23090645
2002,Indonesia,1788490,381822921
2002,Brunei,25487,0
2002,Philippines,25232336,2713770
2002,China,9861656,77200484
2002,"Korea, South",42768603,3147155
2002,Hong Kong,12278137,3415534
2002,Taiwan,13073090,4738340
2002,Japan,64313257,8337988
2002,Australia,6809059,1729392
2002,Cocos (Keeling) Islands,44842,0
2002,Papua New Guinea,0,38182519
2002,New Zealand,2044879,424409
2002,Cook Islands,15068,0
2002,Tokelau,0,30047
2002,New Caledonia,40869,0
2002,French Polynesia,239951,646114
2002,Marshall Islands,79901,0
2002,Micronesia,31142,0
2002,Palau,237415,0
2002,Fiji,0,301697
2002,Tonga,0,1435530
2002,Morocco,122162,1083488
2002,Egypt,476980,4200530
2002,Equatorial Guinea,3106,20392
2002,Cameroon,9642,15733013
2002,Mali,0,21407
2002,Guinea,28524,1112553
2002,Sierra Leone,0,26903
2002,Cote d'Ivoire,567721,291266449
2002,Ghana,530510,26592371
2002,Niger,2816,0
2002,Nigeria,54217,9092142
2002,Central African Republic,0,2576
2002,Gabon,2624,0
2002,Chad,3637,0
2002,Benin,5000,0
2002,Angola,4050,0
2002,Congo (Brazzaville),0,140237
2002,Liberia,30619,0
2002,Burundi,0,744931
2002,Rwanda,0,2090541
2002,Ethiopia,0,10555378
2002,Djibouti,0,17381
2002,Uganda,0,11494904
2002,Kenya,97306,26252192
2002,British Indian Ocean Territories,9300,118444
2002,Tanzania,4500,1839337
2002,Mauritius,3869,0
2002,Madagascar,0,119270866
2002,Comoros,0,5261462
2002,South Africa,349710,3860881
2002,Namibia,17016,0
2002,Zambia,0,664646
2002,Swaziland,54795,10979
2002,Zimbabwe,0,1165216
2002,Malawi,0,11217823
2003,Canada,736119450,884877003
2003,Mexico,125061689,279944898
2003,Guatemala,3329240,225623688
2003,Belize,553060,16889
2003,El Salvador,1912397,48189971
2003,Honduras,4313211,28170162
2003,Nicaragua,1768723,42586876
2003,Costa Rica,4612156,132785918
2003,Panama,9247930,13478835
2003,Bermuda,1038154,0
2003,Bahamas,1776260,0
2003,Cuba,51833,0
2003,Jamaica,3330309,5310074
2003,Turks and Caicos Islands,42740,0
2003,Cayman Islands,162978,0
2003,Haiti,48565,4393456
2003,Dominican Republic,3749538,70676756
2003,Anguilla,2752,0
2003,British Virgin Islands,9307,43958
2003,St Kitts and Nevis,12803,0
2003,Antigua and Barbuda,52631,11711
2003,Dominica,0,9470
2003,St Lucia,189762,16210
2003,St Vincent and the Grenadines,112376,0
2003,Grenada,34018,1688403
2003,Barbados,1397679,24533
2003,Trinidad and Tobago,2562754,623763
2003,Netherlands Antilles,844638,0
2003,Aruba,944410,0
2003,Guadeloupe,12127,0
2003,Martinique,10450,0
2003,Colombia,6974672,401778716
2003,Venezuela,4861945,16091449
2003,Guyana,55769,53351
2003,Suriname,1135057,2415
2003,Ecuador,1257918,74192880
2003,Peru,4783094,77123444
2003,Bolivia,496095,2589312
2003,Chile,1901071,18316248
2003,Brazil,2556986,498439704
2003,Paraguay,0,593627
2003,Uruguay,2427163,306475
2003,Argentina,578960,34354350
2003,Iceland,903596,0
2003,Sweden,2388765,29303542
2003,Norway,498205,440774
2003,Finland,424121,1021539
2003,Denmark,2082042,5073218
2003,United Kingdom,21645814,78735863
2003,Ireland,1666121,13204955
2003,Netherlands,9995972,229761867
2003,Belgium,3948234,66414494
2003,Andorra,6651,0
2003,Monaco,33217,0
2003,France,5435814,66705043
2003,Germany,24463464,156724285
2003,Austria,143641,5819490
2003,Czech Republic,51072,108131
2003,Slovakia,7350,18027
2003,Hungary,560563,1514155
2003,Switzerland,912329,61072617
2003,Estonia,141203,44984
2003,Latvia,323125,359997
2003,Lithuania,52640,239690
2003,Poland,59564,10983004
2003,Russia,21078439,1837851
2003,Belarus,0,203847
2003,Ukraine,394455,380655
2003,Armenia,0,16493
2003,Azerbaijan,9786,0
2003,Georgia,33030,748237
2003,Kazakhstan,4594,0
2003,Kyrgyzstan,5322,0
2003,Moldova,0,4543
2003,Uzbekistan,0,46024
2003,Spain,1939136,36401268
2003,Portugal,70252,522242
2003,Malta,43334,0
2003,Italy,702054,44635671
2003,Croatia,0,1647953
2003,Slovenia,5114,124872
2003,Bosnia and Herzegovina,0,486789
2003,Macedonia,0,59108
2003,Montenegro,0,170335
2003,Albania,0,77673
2003,Greece,719055,2520717
2003,Romania,21241,58141
2003,Bulgaria,88507,644253
2003,Turkey,385359,21923920
2003,Cyprus,316217,64316
2003,Syria,0,6649205
2003,Lebanon,1214052,853876
2003,Iran,0,462298
2003,Israel,6154215,17175361
2003,Jordan,262751,403857
2003,Kuwait,4387185,0
2003,Saudi Arabia,12568494,36614
2003,Qatar,858465,0
2003,United Arab Emirates,4766117,184863
2003,Yemen,36390,4603042
2003,Oman,448170,0
2003,Bahrain,727486,0
2003,Afghanistan,0,2311
2003,India,967437,85769696
2003,Pakistan,29362,3769631
2003,Nepal,3171,11763
2003,Bangladesh,24719,28689
2003,Sri Lanka,181839,22961911
2003,Thailand,6400890,15720594
2003,Vietnam,372421,111229081
2003,Laos,0,76210
2003,Cambodia,33608,0
2003,Malaysia,4764004,98575031
2003,Singapore,21951662,48418970
2003,Indonesia,1981861,498541835
2003,Timor-Leste,0,54525
2003,Brunei,124578,32648
2003,Philippines,16443481,4769936
2003,Macau,0,18200
2003,China,14709271,97321073
2003,"Korea, South",43114983,3699113
2003,Hong Kong,12359967,3143310
2003,Taiwan,16218327,5560933
2003,Japan,62836424,7693932
2003,Australia,5569808,1838385
2003,Papua New Guinea,0,35593477
2003,New Zealand,1986052,643182
2003,Vanuatu,0,35391
2003,Pitcairn Islands,7049,0
2003,New Caledonia,38678,0
2003,French Polynesia,304853,1137973
2003,Marshall Islands,80772,0
2003,Micronesia,35951,0
2003,Palau,312758,0
2003,Fiji,7667,302053
2003,Tonga,0,3915574
2003,Morocco,38346,1809759
2003,Tunisia,133468,23100
2003,Egypt,406347,3140069
2003,Equatorial Guinea,3574,39225
2003,Mauritania,0,11396
2003,Cameroon,0,19205879
2003,Guinea,19611,242425
2003,Sierra Leone,0,3978
2003,Cote d'Ivoire,0,423513687
2003,Ghana,197527,8009935
2003,Niger,14966,0
2003,Nigeria,55738,42768561
2003,Burkina Faso,0,105906
2003,Benin,66454,0
2003,Angola,0,2890
2003,Congo (Brazzaville),30555,275207
2003,Liberia,40970,0
2003,Congo (Kinshasa),0,493632
2003,Burundi,0,6472985
2003,Rwanda,0,1981282
2003,Ethiopia,0,13812874
2003,Uganda,0,29960792
2003,Kenya,4608,25743880
2003,British Indian Ocean Territories,0,101325
2003,Tanzania,0,3509649
2003,Mauritius,0,22100
2003,Mozambique,0,13198
2003,Madagascar,6314,180751188
2003,Comoros,46782,3971042
2003,South Africa,451534,3990521
2003,Namibia,11274,0
2003,Zambia,39356,917831
2003,Zimbabwe,0,1532021
2003,Malawi,0,7623953
2004,Canada,806655679,915848102
2004,Mexico,136095435,314638740
2004,Guatemala,3319331,225508587
2004,Belize,629598,0
2004,El Salvador,2463393,52087349
2004,Honduras,1885444,49102178
2004,Nicaragua,683917,56211153
2004,Costa Rica,4778148,158581099
2004,Panama,5796215,10925872
2004,Bermuda,1175536,0
2004,Bahamas,2744732,0
2004,Cuba,763649,0
2004,Jamaica,3277727,4433926
2004,Turks and Caicos Islands,80524,0
2004,Cayman Islands,278408,0
2004,Haiti,253445,3290597
2004,Dominican Republic,2519091,44576545
2004,Anguilla,11725,0
2004,British Virgin Islands,131976,0
2004,St Kitts and Nevis,49261,0
2004,Antigua and Barbuda,163241,0
2004,Dominica,23693,26116
2004,St Lucia,331560,14106
2004,St Vincent and the Grenadines,74852,0
2004,Grenada,34588,1358889
2004,Barbados,1149354,16097
2004,Trinidad and Tobago,2743833,552865
2004,Netherlands Antilles,1135831,0
2004,Aruba,1191920,0
2004,Guadeloupe,17722,0
2004,Martinique,3193,0
2004,Colombia,10358482,438301846
2004,Venezuela,6415475,13919922
2004,Guyana,366622,37477
2004,Suriname,427452,0
2004,Ecuador,2007216,82467236
2004,Peru,3189437,102112376
2004,Bolivia,586367,2127994
2004,Chile,2068483,23034381
2004,Brazil,2500333,551825463
2004,Paraguay,101891,528790
2004,Uruguay,1363811,442900
2004,Argentina,454358,41175052
2004,Iceland,698836,0
2004,Sweden,1704521,33559448
2004,"Svalbard, Jan Mayen Island",3483,0
2004,Norway,447162,314458
2004,Finland,501379,415303
2004,Denmark,2595509,4707197
2004,United Kingdom,27055173,85933283
2004,Ireland,2277119,17844052
2004,Netherlands,12257403,229121204
2004,Belgium,3965148,80842026
2004,Luxembourg,0,6797
2004,France,4412378,65725999
2004,Germany,46820232,187478286
2004,Austria,215292,6554132
2004,Czech Republic,47510,434589
2004,Slovakia,7700,9098
2004,Hungary,327272,1371736
2004,Switzerland,1044839,76867577
2004,Estonia,75601,27475
2004,Latvia,393800,442147
2004,Lithuania,78112,161578
2004,Poland,509410,10465180
2004,Russia,29205112,2644052
2004,Belarus,0,392982
2004,Ukraine,264558,445087
2004,Armenia,0,32000
2004,Azerbaijan,19481,0
2004,Georgia,0,742595
2004,Moldova,37570,14721
2004,Uzbekistan,29265,67041
2004,Spain,4858961,35551636
2004,Portugal,36126,835972
2004,Malta,8562,0
2004,Italy,1955187,50667930
2004,Croatia,0,1901831
2004,Slovenia,22712,135835
2004,Bosnia and Herzegovina,0,458852
2004,Macedonia,0,323991
2004,Montenegro,0,439713
2004,Albania,24433,8296
2004,Greece,1144920,2166391
2004,Romania,32883,48230
2004,Bulgaria,2620,433457
2004,Turkey,237660,23137318
2004,Cyprus,359583,36313
2004,Syria,49986,5613411
2004,Lebanon,532618,904897
2004,Iraq,2975,0
2004,Iran,5728,503741
2004,Israel,4732099,19375163
2004,Jordan,187338,252535
2004,Kuwait,3252695,0
2004,Saudi Arabia,7219197,16469
2004,Qatar,657675,0
2004,United Arab Emirates,3627753,341235
2004,Yemen,0,3827201
2004,Oman,83117,0
2004,Bahrain,618393,0
2004,India,941907,98332453
2004,Pakistan,52484,3597902
2004,Nepal,0,48159
2004,Bangladesh,8563,54678
2004,Sri Lanka,13130,25348219
2004,Thailand,5996953,20980835
2004,Vietnam,414408,164497188
2004,Laos,0,367350
2004,Cambodia,44701,0
2004,Malaysia,5622730,118310755
2004,Singapore,26469986,24418084
2004,Indonesia,1221068,472537924
2004,Brunei,29007,0
2004,Philippines,17523814,3655947
2004,Macau,0,20853
2004,China,10386758,127587366
2004,"Korea, South",46228729,4107520
2004,Hong Kong,14690592,2614314
2004,Taiwan,11425372,5896074
2004,Japan,65101259,9640428
2004,Australia,7551736,2178116
2004,Papua New Guinea,52075,46594316
2004,New Zealand,2742515,783601
2004,Samoa,20636,0
2004,Vanuatu,0,136000
2004,New Caledonia,87119,0
2004,French Polynesia,542395,1448316
2004,Marshall Islands,46755,0
2004,Micronesia,33858,0
2004,Palau,226581,0
2004,Fiji,16140,306850
2004,Tonga,0,457286
2004,Morocco,73693,2171201
2004,Algeria,12265,0
2004,Tunisia,15580,0
2004,Libya,63271,0
2004,Egypt,348841,3078275
2004,Equatorial Guinea,21564,0
2004,Cameroon,0,14429014
2004,Senegal,25094,0
2004,Guinea,23280,1326553
2004,Sierra Leone,0,41935
2004,Cote d'Ivoire,56024,488625074
2004,Ghana,67736,19926579
2004,Niger,0,25376
2004,Nigeria,63252,2726661
2004,Gabon,0,11622
2004,Chad,0,217858
2004,St Helena,60656,18937
2004,Burkina Faso,0,43428
2004,Congo (Brazzaville),0,83073
2004,Liberia,82278,0
2004,Congo (Kinshasa),0,572017
2004,Burundi,0,214610
2004,Rwanda,0,4898767
2004,Ethiopia,0,16236417
2004,Djibouti,0,45467
2004,Uganda,0,11679416
2004,Kenya,62582,23334004
2004,Tanzania,85001,3360318
2004,Mozambique,0,49856
2004,Madagascar,2300000,136302823
2004,Comoros,0,16358487
2004,South Africa,815173,4045141
2004,Namibia,213978,0
2004,Zambia,0,1530242
2004,Zimbabwe,0,1379956
2004,Malawi,0,4259716
2005,Greenland,0,66798
2005,Canada,894823537,921714367
2005,Mexico,143621761,362469436
2005,Guatemala,4525439,297717848
2005,Belize,833710,0
2005,El Salvador,2693025,57489311
2005,Honduras,2171788,66782425
2005,Nicaragua,1602111,53921276
2005,Costa Rica,4982902,165016901
2005,Panama,7282565,12266456
2005,Bermuda,1819882,0
2005,Bahamas,3656782,0
2005,Cuba,273266,0
2005,Jamaica,3485674,3654504
2005,Turks and Caicos Islands,73274,0
2005,Cayman Islands,213274,9910
2005,Haiti,264408,2420393
2005,Dominican Republic,3817847,31903766
2005,Anguilla,6378,0
2005,British Virgin Islands,20207,6110
2005,St Kitts and Nevis,122228,0
2005,Antigua and Barbuda,131592,0
2005,Dominica,25642,4518
2005,St Lucia,471455,37464
2005,St Vincent and the Grenadines,41235,0
2005,Grenada,67145,2217074
2005,Barbados,1253339,9285
2005,Trinidad and Tobago,3031415,654755
2005,Netherlands Antilles,782067,3385
2005,Aruba,1759611,0
2005,Martinique,3590,0
2005,Colombia,9116014,667934808
2005,Venezuela,6493611,4132974
2005,Guyana,254094,48455
2005,Suriname,760130,0
2005,Ecuador,1674754,74423666
2005,Peru,4721298,124611555
2005,Bolivia,622212,3303111
2005,Chile,2021166,19926581
2005,Brazil,5738302,755415581
2005,Paraguay,2867,500688
2005,Uruguay,345418,488601
2005,Argentina,155923,44695495
2005,Iceland,1260184,2516
2005,Sweden,1560510,43559779
2005,Norway,428394,446753
2005,Finland,606088,722571
2005,Denmark,899868,5957721
2005,United Kingdom,27483834,83204670
2005,Ireland,1009002,24172022
2005,Netherlands,9740501,167696336
2005,Belgium,3072877,94259982
2005,Luxembourg,21782,10051
2005,France,1918996,61301117
2005,Germany,25937884,246700134
2005,Austria,130549,7080597
2005,Czech Republic,134119,331623
2005,Slovakia,2637,27947
2005,Hungary,174148,976058
2005,Switzerland,397375,85193076
2005,Estonia,314425,3027
2005,Latvia,572121,268330
2005,Lithuania,74791,190958
2005,Poland,45975,12402957
2005,Russia,21147702,3065772
2005,Belarus,0,476250
2005,Ukraine,461171,594445
2005,Georgia,0,453530
2005,Kazakhstan,5606,0
2005,Kyrgyzstan,0,37125
2005,Moldova,0,9542
2005,Uzbekistan,29923,242870
2005,Spain,822815,33430781
2005,Portugal,278705,819372
2005,Malta,52883,0
2005,Italy,2796136,64268882
2005,Croatia,0,1730906
2005,Slovenia,85286,171054
2005,Bosnia and Herzegovina,5076,792286
2005,Macedonia,0,53077
2005,Montenegro,10152,747907
2005,Albania,29657,49244
2005,Greece,759157,2977987
2005,Romania,6578,59448
2005,Bulgaria,10142,349351
2005,Turkey,310420,22309767
2005,Cyprus,266582,46250
2005,Syria,2850,9702468
2005,Lebanon,700173,1151346
2005,Iraq,15180,0
2005,Iran,0,1983551
2005,Israel,4373911,17905665
2005,Jordan,319293,306505
2005,Kuwait,1924298,0
2005,Saudi Arabia,7700022,44648
2005,Qatar,414557,0
2005,United Arab Emirates,6525585,157239
2005,Yemen,14778,4200806
2005,Oman,98176,0
2005,Bahrain,514615,0
2005,India,2686342,101133210
2005,Pakistan,79390,3847059
2005,Nepal,0,111907
2005,Bangladesh,0,97397
2005,Sri Lanka,63045,26634564
2005,Thailand,6183607,19602099
2005,Vietnam,222042,215315098
2005,Laos,0,702512
2005,Cambodia,8911,2815
2005,Malaysia,6862861,123232357
2005,Singapore,22838591,27513411
2005,Indonesia,1371294,529792221
2005,Brunei,98236,0
2005,Philippines,20488931,2866209
2005,Macau,0,18766
2005,Maldives,13185,0
2005,China,15789728,157728585
2005,"Korea, South",48616225,5692748
2005,Hong Kong,16238601,2636534
2005,Taiwan,11197198,5196070
2005,Japan,64236861,15616015
2005,Australia,7847595,2006122
2005,Papua New Guinea,0,49090434
2005,New Zealand,2950934,253063
2005,Vanuatu,0,97460
2005,New Caledonia,19360,0
2005,French Polynesia,481511,485971
2005,Marshall Islands,31367,0
2005,Micronesia,45212,0
2005,Palau,210400,0
2005,Fiji,12990,330316
2005,Tonga,0,72636
2005,Morocco,125835,2564765
2005,Tunisia,71550,0
2005,Egypt,283176,3873566
2005,Equatorial Guinea,29465,0
2005,Cameroon,0,18922029
2005,Senegal,115883,6821
2005,Guinea,0,403695
2005,Sierra Leone,0,165994
2005,Cote d'Ivoire,29760,654973808
2005,Ghana,276544,32607532
2005,Togo,60000,3288107
2005,Nigeria,37185,55035046
2005,St Helena,519041,0
2005,Benin,56417,0
2005,Congo (Brazzaville),0,73004
2005,Guinea-Bissau,0,6461
2005,Liberia,9702,0
2005,Congo (Kinshasa),0,193366
2005,Burundi,10310,4684240
2005,Rwanda,0,5517247
2005,Ethiopia,0,31200127
2005,Djibouti,0,576785
2005,Uganda,0,14431338
2005,Kenya,40012,31973622
2005,Tanzania,32555,6743474
2005,Mauritius,0,101779
2005,Mozambique,0,23911
2005,Madagascar,2841664,38118663
2005,Comoros,0,1381377
2005,Reunion,0,8425
2005,South Africa,1185831,4704166
2005,Namibia,88694,0
2005,Zambia,0,469636
2005,Zimbabwe,0,1177157
2005,Malawi,0,4345099
2006,Canada,1014872514,923699358
2006,Mexico,169518899,435844316
2006,Guatemala,4153449,290246848
2006,Belize,642668,0
2006,El Salvador,3186114,72137912
2006,Honduras,2798218,65438568
2006,Nicaragua,1012585,93353671
2006,Costa Rica,6014027,144366399
2006,Panama,7984492,12314961
2006,Bermuda,2640297,0
2006,Bahamas,4404710,0
2006,Cuba,44786,0
2006,Jamaica,3996599,4634884
2006,Turks and Caicos Islands,82671,0
2006,Cayman Islands,453233,0
2006,Haiti,204584,4507391
2006,Dominican Republic,5442891,53891009
2006,British Virgin Islands,2572,0
2006,St Kitts and Nevis,63165,0
2006,Antigua and Barbuda,162214,0
2006,Dominica,0,5068
2006,St Lucia,347313,25853
2006,St Vincent and the Grenadines,188504,0
2006,Grenada,37858,775105
2006,Barbados,1447291,20773
2006,Trinidad and Tobago,4313230,771737
2006,Netherlands Antilles,1377953,34640
2006,Aruba,2101606,0
2006,Guadeloupe,18829,0
2006,Martinique,14242,0
2006,Colombia,12160157,658532930
2006,Venezuela,8334445,3127595
2006,Guyana,143188,77509
2006,Suriname,156782,0
2006,Ecuador,1693476,59354922
2006,Peru,8843616,176501740
2006,Bolivia,1847895,3352966
2006,Chile,3223788,24991615
2006,Brazil,7064850,828658810
2006,Paraguay,15086,516682
2006,Uruguay,589480,980668
2006,Argentina,783025,46839171
2006,Iceland,1095076,56604
2006,Sweden,2503369,40749920
2006,Norway,517474,430171
2006,Finland,433876,958374
2006,Denmark,599946,5247047
2006,United Kingdom,23385240,79951588
2006,Ireland,1239267,32554125
2006,Netherlands,9215319,150326034
2006,Belgium,2781059,112093695
2006,Luxembourg,6590,17219
2006,France,2843666,65391227
2006,Germany,60859913,271730288
2006,Austria,201095,7099218
2006,Czech Republic,120573,203771
2006,Slovakia,0,35790
2006,Hungary,173826,631063
2006,Switzerland,271747,93168900
2006,Estonia,145796,0
2006,Latvia,520716,391664
2006,Lithuania,20315,379236
2006,Poland,247694,18628501
2006,Russia,6447013,3491714
2006,Belarus,0,216761
2006,Ukraine,198206,942099
2006,Armenia,3696,0
2006,Georgia,0,616582
2006,Kazakhstan,26492,0
2006,Kyrgyzstan,0,34181
2006,Moldova,0,9797
2006,Uzbekistan,0,148784
2006,Spain,1957486,35586087
2006,Portugal,216657,885632
2006,Malta,41481,0
2006,Vatican City,16280,0
2006,Italy,5189426,77970699
2006,Croatia,41160,2087568
2006,Slovenia,667071,143724
2006,Bosnia and Herzegovina,0,1068950
2006,Macedonia,4710,626157
2006,Montenegro,12020,386942
2006,Albania,0,108767
2006,Greece,1326507,2340308
2006,Romania,31170,127028
2006,Bulgaria,25881,345007
2006,Turkey,925377,19227490
2006,Cyprus,189845,2091
2006,Syria,12985,6833984
2006,Lebanon,427910,1555500
2006,Iran,0,713295
2006,Israel,4553967,25322023
2006,Jordan,709415,291878
2006,Kuwait,1466999,0
2006,Saudi Arabia,7008352,0
2006,Qatar,498426,0
2006,United Arab Emirates,12061618,158032
2006,Yemen,31504,4380211
2006,Oman,87357,0
2006,Bahrain,385825,0
2006,India,1120088,128260691
2006,Pakistan,66446,3585697
2006,Nepal,0,100053
2006,Bangladesh,14596,127355
2006,Sri Lanka,2044465,32579762
2006,Burma,4399,0
2006,Thailand,7919424,29271641
2006,Vietnam,536322,265549386
2006,Laos,0,115622
2006,Cambodia,23301,0
2006,Malaysia,6243895,132514153
2006,Singapore,22794586,45782305
2006,Indonesia,2113330,577075843
2006,Brunei,58373,0
2006,Philippines,21641434,3186720
2006,Macau,13044,21641
2006,Maldives,29076,0
2006,China,26170192,173468917
2006,"Korea, South",52236659,6271489
2006,Hong Kong,16234948,1287975
2006,Taiwan,11806241,5868588
2006,Japan,69750164,23672926
2006,Australia,7698160,1749882
2006,Papua New Guinea,0,52202274
2006,New Zealand,3474373,90629
2006,Samoa,56626,0
2006,Pitcairn Islands,14784,0
2006,New Caledonia,66087,0
2006,French Polynesia,558247,126875
2006,Marshall Islands,31536,0
2006,Micronesia,37151,0
2006,Palau,155733,0
2006,Fiji,18844,262064
2006,Tonga,0,34120
2006,Morocco,185584,3331377
2006,Tunisia,0,11944
2006,Libya,3100,0
2006,Egypt,341313,5733174
2006,Equatorial Guinea,62862,0
2006,Cameroon,0,16377519
2006,Guinea,34500,395823
2006,Sierra Leone,7500,0
2006,Cote d'Ivoire,294724,502130853
2006,Ghana,410047,74014471
2006,Niger,14230,41372
2006,Togo,14482,35899
2006,Nigeria,130057,2767886
2006,Chad,8596,0
2006,Benin,74488,0
2006,Angola,267249,0
2006,Congo (Brazzaville),3528,147412
2006,Guinea-Bissau,0,16030
2006,Sao Tome and Principe,0,6672
2006,Liberia,59077,21830
2006,Congo (Kinshasa),0,76740
2006,Burundi,0,1899611
2006,Rwanda,0,6956043
2006,Somalia,4094,0
2006,Ethiopia,0,45059886
2006,Djibouti,0,837806
2006,Uganda,0,11067739
2006,Kenya,151288,36918062
2006,Seychelles,2661,0
2006,Tanzania,0,5859188
2006,Madagascar,45201,33627338
2006,Comoros,0,1464565
2006,South Africa,2720144,3519240
2006,Zambia,0,287765
2006,Zimbabwe,0,1251299
2006,Malawi,0,3037307
2007,Canada,1107359711,940010290
2007,Mexico,200553158,488480528
2007,Guatemala,5884134,323220539
2007,Belize,885634,0
2007,El Salvador,5761355,95604243
2007,Honduras,3403686,107047526
2007,Nicaragua,1123054,86245252
2007,Costa Rica,7853181,164704826
2007,Panama,13321914,15010189
2007,Bermuda,3246212,0
2007,Bahamas,5033110,0
2007,Cuba,2978,0
2007,Jamaica,5454251,3893584
2007,Turks and Caicos Islands,82802,0
2007,Cayman Islands,802648,0
2007,Haiti,167590,5936215
2007,Dominican Republic,6770360,44999757
2007,Anguilla,2625,0
2007,British Virgin Islands,59788,3492
2007,St Kitts and Nevis,87692,0
2007,Antigua and Barbuda,395523,0
2007,Dominica,135983,0
2007,St Lucia,376000,32905
