"Country","Year","Cocoa","Tea","Chocolate","Spices","Coffee"
"Costa Rica",2013,296881,2933,453715,3633575,204543815
"Costa Rica",2014,608202,2845077,719761,5486102,187623643
"Costa Rica",2015,316754,2257461,789995,3283815,174681272
"Costa Rica",2016,327187,4365,991927,3510744,181987748
"Cote d'Ivoire",1996,309190038,0,0,0,2654996
"Cote d'Ivoire",1997,223717106,0,0,0,14130736
"Cote d'Ivoire",1998,376580256,0,0,0,27702353
"Cote d'Ivoire",1999,310080330,0,0,0,3603735
"Cote d'Ivoire",2000,262419978,0,0,13493,12897052
"Cote d'Ivoire",2001,237721483,0,0,75213,3608036
"Cote d'Ivoire",2002,290387166,0,0,3031,876252
"Cote d'Ivoire",2003,422221161,0,0,3304,1289222
"Cote d'Ivoire",2004,487406079,0,0,14367,1204628
"Cote d'Ivoire",2005,654443800,0,0,0,530008
"Cote d'Ivoire",2006,501059379,0,0,17139,1054335
"Cote d'Ivoire",2007,455278686,0,1513080,11994,5509235
"Cote d'Ivoire",2008,655620644,0,10375612,112500,1358145
"Cote d'Ivoire",2009,656665572,0,6312651,51434,90438
"Cote d'Ivoire",2010,787529785,0,5494554,338785,3333627
"Cote d'Ivoire",2011,898088106,0,73706,241055,135942
"Cote d'Ivoire",2012,760974795,0,0,12179,0
"Cote d'Ivoire",2013,828995047,0,4840443,67799,104925
"Cote d'Ivoire",2014,964815206,0,0,86150,0
"Cote d'Ivoire",2015,928573708,2358,15756582,77850,0
"Cote d'Ivoire",2016,1043594457,0,20010112,23004,41590
"Croatia",1996,0,136312,359633,318559,59984
"Croatia",1997,0,36154,426844,270733,91314
"Croatia",1998,0,29648,747019,52600,115849
"Croatia",1999,0,46407,463516,3555,154405
"Croatia",2000,36912,39680,939551,16058,278877
"Croatia",2001,4824,22372,927145,15753,262361
"Croatia",2002,24869,0,827474,25141,282963
"Croatia",2003,179288,16198,916311,85274,450882
"Croatia",2004,83686,12765,1250562,150443,404375
"Croatia",2005,30017,5053,1212407,204364,279065
"Croatia",2006,31463,8079,1268422,522889,256715
"Croatia",2007,44248,0,1390675,390690,252562
"Croatia",2008,49991,7384,1345916,2428642,137853
"Croatia",2009,67066,18822,1457643,154819,209382
"Croatia",2010,64759,3123,1951703,265824,215249
"Croatia",2011,66592,0,1329607,449159,399954
"Croatia",2012,19602,12530,1464706,2297291,325097
"Croatia",2013,45682,0,1515690,1724578,243874
"Croatia",2014,9966,0,1607802,385344,341543
"Croatia",2015,10216,0,1326742,88699,240408
"Croatia",2016,2566,0,1606554,408987,150384
"Cyprus",1996,0,0,0,0,7813
"Cyprus",1997,0,0,0,0,5161
"Cyprus",1998,0,0,0,15287,47047
"Cyprus",1999,0,0,0,20800,57850
"Cyprus",2000,0,0,0,6215,51476
"Cyprus",2001,0,0,0,9018,96328
"Cyprus",2002,0,0,0,30774,74150
"Cyprus",2003,0,0,0,0,64316
"Cyprus",2004,0,0,0,0,36313
"Cyprus",2005,0,0,0,0,46250
"Cyprus",2006,0,0,0,0,2091
"Cyprus",2007,0,0,0,0,70597
"Cyprus",2008,0,0,0,0,8364
"Cyprus",2009,0,0,0,0,9591
"Cyprus",2010,0,0,0,0,89388
"Cyprus",2011,0,0,0,0,45255
"Cyprus",2012,0,0,0,0,123936
"Cyprus",2013,0,26863,0,0,85149
"Cyprus",2014,0,0,0,0,59057
"Cyprus",2015,0,0,2211,0,24731
"Cyprus",2016,0,0,65346,0,41558
"Czech Republic",1996,0,0,138531,51696,0
"Czech Republic",1997,0,0,52651,13413,0
"Czech Republic",1998,0,0,49879,129346,0
"Czech Republic",1999,0,0,5275,54626,14223
"Czech Republic",2000,0,0,28862,6484,14637
"Czech Republic",2001,0,0,12163,4184,26467
"Czech Republic",2002,0,0,80191,41160,6554
"Czech Republic",2003,0,10329,13924,57782,26096
"Czech Republic",2004,0,0,57200,18717,358672
"Czech Republic",2005,0,0,3252,84773,243598
"Czech Republic",2006,0,0,69588,134183,0
"Czech Republic",2007,0,0,67014,31735,59648
"Czech Republic",2008,0,0,10426,50293,0
"Czech Republic",2009,0,0,39424,38155,0
"Czech Republic",2010,0,0,40265,49895,0
"Czech Republic",2011,0,0,316029,0,0
"Czech Republic",2012,0,0,550498,0,0
"Czech Republic",2013,0,0,559304,0,0
"Czech Republic",2014,0,2657,3040001,16947,58100
"Czech Republic",2015,0,2534,2865777,35432,0
"Czech Republic",2016,0,10986,913318,22593,0
"Denmark",1996,75329,9964,507904,32443,0
"Denmark",1997,0,2765,547116,33255,5466
"Denmark",1998,0,3145,976695,106442,0
"Denmark",1999,6630,6065,1295842,24373,130724
"Denmark",2000,0,57178,3090213,9935,0
"Denmark",2001,0,10394,3426031,119895,2922
"Denmark",2002,0,8065,4183227,100541,2538
"Denmark",2003,0,8450,4843061,21207,200500
"Denmark",2004,3119,4532,4662034,5040,32472
"Denmark",2005,2669,33386,5908180,13486,0
"Denmark",2006,2999,0,5244048,0,0
"Denmark",2007,2869,57193,5561346,0,0
"Denmark",2008,0,8642,4008089,0,0
"Denmark",2009,2245,62637,2820718,0,0
"Denmark",2010,8801,158837,2367632,12734,0
"Denmark",2011,2483,207610,2574071,85112,38583
"Denmark",2012,4988,365345,2653484,0,126216
"Denmark",2013,2704,724228,3175256,15688,294493
"Denmark",2014,0,530317,6849148,20400,344133
"Denmark",2015,0,870662,8998703,0,736863
"Denmark",2016,3251,463339,8279424,0,1752082
"Djibouti",1998,0,0,0,0,434594
"Djibouti",1999,0,0,0,0,52300
"Djibouti",2002,0,0,0,0,17381
"Djibouti",2004,0,0,0,0,45467
"Djibouti",2005,0,0,0,0,576785
"Djibouti",2006,0,0,0,0,837806
"Djibouti",2007,0,0,0,0,881039
"Djibouti",2008,0,0,0,0,1025496
"Djibouti",2009,0,0,0,0,183572
"Djibouti",2010,0,0,0,0,647982
"Djibouti",2011,0,0,0,0,830244
"Djibouti",2012,0,0,0,0,1367924
"Djibouti",2013,0,0,0,0,327865
"Djibouti",2014,0,0,0,6706,762484
"Djibouti",2015,0,0,0,0,1133932
"Djibouti",2016,0,0,0,0,665240
"Dominica",1996,98684,0,0,0,42327
"Dominica",1997,290644,0,0,8681,19090
"Dominica",1998,0,0,0,7335,18904
"Dominica",1999,0,0,2882,0,72851
"Dominica",2000,0,0,0,0,4194
"Dominica",2001,0,0,0,0,3207
"Dominica",2003,0,0,0,0,9470
"Dominica",2004,22446,0,0,3670,0
"Dominica",2005,0,0,0,4518,0
"Dominica",2006,0,0,0,5068,0
"Dominica",2009,0,0,0,3604,0
"Dominica",2011,0,0,0,5831,0
"Dominica",2013,0,0,0,11970,0
"Dominica",2014,0,0,0,26563,0
"Dominican Republic",1996,62766057,0,646794,236567,37524566
"Dominican Republic",1997,59767727,0,788870,138658,35367129
"Dominican Republic",1998,77060223,0,860395,82612,33476159
"Dominican Republic",1999,19694455,0,606783,88147,12872325
"Dominican Republic",2000,17862460,5226,788269,122414,11515843
"Dominican Republic",2001,31757901,0,645253,155089,6735711
"Dominican Republic",2002,40742114,0,946834,149047,7970013
"Dominican Republic",2003,58579865,0,720906,147943,11228042
"Dominican Republic",2004,43336160,0,560882,355461,324042
"Dominican Republic",2005,30504276,12284,741956,123369,521881
"Dominican Republic",2006,42345567,12399,710007,163225,10659811
"Dominican Republic",2007,37574987,0,1025535,126232,6273003
"Dominican Republic",2008,39242266,0,892824,306734,8119191
"Dominican Republic",2009,108620623,0,1075258,161753,11763749
"Dominican Republic",2010,62706788,4897,1564740,188135,1726219
"Dominican Republic",2011,61987578,19871,1182469,307882,7624621
"Dominican Republic",2012,83280064,0,1377048,495309,23259715
"Dominican Republic",2013,59562318,7517,2319752,553914,9516071
"Dominican Republic",2014,80266581,0,2415855,779573,4855450
"Dominican Republic",2015,88576179,2103,3125253,290166,2365056
"Dominican Republic",2016,56063351,0,2670950,691419,2105742
"Ecuador",1996,89886890,662290,1319362,516592,78145668
"Ecuador",1997,72205753,742192,1087000,257838,65935377
"Ecuador",1998,20987313,900847,106757,126999,43476074
"Ecuador",1999,55884084,699532,149903,153148,45021510
"Ecuador",2000,34354920,591285,251772,251101,15847943
"Ecuador",2001,33516042,781123,363615,466377,13638437
"Ecuador",2002,37172980,546039,385082,2899841,9880444
"Ecuador",2003,59119696,557970,605603,3794023,10115588
"Ecuador",2004,64036457,512649,894739,3315656,13707735
"Ecuador",2005,59308898,669280,1197628,3128566,10119294
"Ecuador",2006,36016365,650707,1537243,1945213,19205394
"Ecuador",2007,63983844,578654,1512071,3141383,17587185
"Ecuador",2008,119669068,395741,2081399,2461785,6270095
"Ecuador",2009,188535591,446883,1302398,1250696,9795455
"Ecuador",2010,105293192,760409,1103199,1667269,13234700
"Ecuador",2011,252574023,738334,645599,1988501,22978563
"Ecuador",2012,136242272,1300885,526888,1846451,10160820
"Ecuador",2013,190640592,1729846,675560,1619466,11391755
"Ecuador",2014,263665356,1953550,1326526,5611534,20860883
"Ecuador",2015,316834836,1798584,1335398,7105029,15428656
"Ecuador",2016,194028954,1766793,2379890,5266548,15016195
"Egypt",1996,0,2343,0,5118638,18000
"Egypt",1997,0,6210,43645,2743922,19956
"Egypt",1998,0,0,16620,2782133,190216
"Egypt",1999,0,26028,0,3015997,133295
"Egypt",2000,0,41716,48716,2918373,102925
"Egypt",2001,0,6942,27020,3410990,124960
"Egypt",2002,0,11652,153569,3754635,280674
"Egypt",2003,2670,14122,0,2936311,186966
"Egypt",2004,0,15308,14725,2794893,253349
"Egypt",2005,0,16817,130781,3318846,407122
"Egypt",2006,0,3262,207962,5186529,335421
"Egypt",2007,0,53416,25927,4174004,282037
"Egypt",2008,0,178618,43181,5772614,407929
"Egypt",2009,0,67810,9135,5365883,488473
"Egypt",2010,0,49314,2700,7617953,192495
"Egypt",2011,0,168364,15004,9141434,654609
"Egypt",2012,0,173219,63331,8161993,1558920
"Egypt",2013,0,123600,112015,9792977,1151866
"Egypt",2014,0,320320,137095,7461880,635875
"Egypt",2015,0,333714,49962,9332397,394072
"Egypt",2016,0,272600,0,11642578,607760
"El Salvador",1996,42596,7477,20308,20570,55264357
"El Salvador",1997,10114,0,33386,34809,103352152
"El Salvador",1998,17965,0,39371,68680,90621884
"El Salvador",1999,5670,0,104044,74400,69390800
"El Salvador",2000,12380,0,60315,88913,140275013
"El Salvador",2001,16848,0,77583,110551,39001735
"El Salvador",2002,12564,0,156423,44627,34199862
"El Salvador",2003,23555,0,146368,173015,47847033
"El Salvador",2004,18159,5898,173773,216091,51673428
"El Salvador",2005,21584,0,242964,289035,56935728
"El Salvador",2006,31065,0,216869,376124,71513854
"El Salvador",2007,0,0,226888,195139,95182216
"El Salvador",2008,24168,25872,451783,139951,124450832
"El Salvador",2009,31919,0,431188,289771,86545973
"El Salvador",2010,15791,0,745077,228803,81478914
"El Salvador",2011,66927,0,833317,169329,206298471
"El Salvador",2012,70946,0,958075,157673,123612158
"El Salvador",2013,32939,0,894540,168937,93357947
"El Salvador",2014,23467,10871,743325,314458,49798090
"El Salvador",2015,15068,0,992629,277956,77511180
"El Salvador",2016,28951,20599,1143737,435211,51150251
"Equatorial Guinea",2002,0,0,0,0,20392
"Equatorial Guinea",2003,0,0,0,0,39225
"Equatorial Guinea",2011,0,0,45998,0,0
"Estonia",1998,0,0,8861,0,0
"Estonia",1999,0,0,26155,0,0
"Estonia",2001,0,0,4392,0,0
"Estonia",2002,0,0,19063,0,0
"Estonia",2003,0,0,44984,0,0
"Estonia",2004,0,0,27475,0,0
"Estonia",2005,0,0,3027,0,0
"Estonia",2007,66557,0,0,0,0
"Estonia",2009,0,0,2605,0,0
"Estonia",2011,0,0,2812,0,110746
"Estonia",2015,0,159114,0,0,11188
"Estonia",2016,0,0,0,0,7565
"Ethiopia",1996,0,0,0,21235,21777183
"Ethiopia",1997,0,44600,0,13904,64025827
"Ethiopia",1998,0,0,0,37906,39865687
"Ethiopia",1999,0,0,0,16888,14984301
"Ethiopia",2000,0,7357,0,107111,14637211
"Ethiopia",2001,0,7084,0,153560,11661162
"Ethiopia",2002,0,6881,0,184868,10363629
"Ethiopia",2003,0,35869,0,141456,13635549
"Ethiopia",2004,0,31042,0,181765,16023610
"Ethiopia",2005,0,7435,0,175707,31016985
"Ethiopia",2006,0,18447,0,166275,44875164
"Ethiopia",2007,0,0,0,251958,46980050
"Ethiopia",2008,0,2611,0,316550,79049821
"Ethiopia",2009,0,5971,0,294693,39589474
"Ethiopia",2010,0,13958,0,459597,73168628
"Ethiopia",2011,0,41653,0,159679,103703574
"Ethiopia",2012,0,3043,0,311846,76695867
"Ethiopia",2013,0,2494,0,262397,82340384
"Ethiopia",2014,0,0,0,442024,95651819
"Ethiopia",2015,0,8025,0,464297,129322224
"Ethiopia",2016,0,13894,0,712319,100119457
"Fiji",1996,4181,0,0,1374530,0
"Fiji",1997,0,0,0,1080984,0
"Fiji",1998,2531,8878,0,781254,4236
"Fiji",1999,3518,0,0,613802,0
"Fiji",2000,4489,0,2270,377828,0
"Fiji",2001,0,0,10191,375548,0
"Fiji",2002,10000,0,0,291697,0
"Fiji",2003,3227,0,0,298826,0
"Fiji",2004,3163,0,0,303687,0
"Fiji",2005,2796,0,8656,318864,0
"Fiji",2006,0,3309,3152,255603,0
"Fiji",2007,0,0,2069,215502,0
"Fiji",2008,0,10534,0,170165,0
"Fiji",2009,0,0,0,127568,0
"Fiji",2010,0,0,0,263724,0
"Fiji",2011,0,0,0,848941,0
"Fiji",2012,6131,0,0,743622,0
"Fiji",2013,12360,0,0,995381,0
"Fiji",2014,27150,2238,0,1265432,0
"Fiji",2015,9657,0,0,2375271,0
"Fiji",2016,5344,0,0,1395525,0
"Finland",1996,0,0,249920,2188,0
"Finland",1997,0,7615,665482,0,48201
"Finland",1998,0,0,782204,0,7191
"Finland",1999,0,0,607614,0,27177
"Finland",2000,0,0,485548,0,9993
"Finland",2001,0,0,410985,133740,21626
"Finland",2002,31281,0,520813,48600,18087
"Finland",2003,0,0,700027,299104,22408
"Finland",2004,0,0,294048,96696,24559
"Finland",2005,0,0,332201,380216,10154
"Finland",2006,0,0,124926,800944,32504
"Finland",2007,0,0,207403,1155415,17399
"Finland",2008,0,0,317013,601122,18186
"Finland",2009,0,0,143238,164914,16424
"Finland",2010,0,0,229534,1017565,30459
"Finland",2011,0,0,206360,2742263,26967
"Finland",2012,0,0,349329,1882933,28629
"Finland",2013,0,0,142052,3639814,22156
"Finland",2014,0,0,328863,3745590,19301
"Finland",2015,0,0,94015,3890384,18157
"Finland",2016,0,0,136920,4450821,17903
"France",1996,1822804,239875,9970077,1655988,20787562
"France",1997,2315755,251471,13780945,1796493,44129508
"France",1998,5630144,426619,14561543,1295479,30315639
"France",1999,7382636,507517,19968831,1383857,29227210
"France",2000,4474943,436834,20099071,1275261,13406069
"France",2001,3776349,743466,21482396,1797565,15461612
"France",2002,10797403,1973582,22699323,2443553,11693016
"France",2003,18691367,1553444,25864851,8798752,11796629
"France",2004,18853481,939218,30303761,8071460,7558079
"France",2005,14601537,1003194,35758128,7200905,2737353
"France",2006,14158781,1287697,43700994,3573340,2670415
"France",2007,17275497,1290666,46505758,2727875,2703331
"France",2008,15622419,1774739,43825366,4428898,3392631
"France",2009,18117113,1415899,37011617,3154520,4956953
"France",2010,35235567,1647118,39043271,2396813,5129258
"France",2011,40264953,2526573,36269142,2753116,4694041
"France",2012,29110043,2165522,37202505,3212037,19353294
"France",2013,27510395,2380891,40160379,2838275,12153994
"France",2014,19446162,2849927,45983764,2507503,6265065
"France",2015,20827075,2486718,43068419,7105579,5858036
"France",2016,32304905,2237129,41838578,4021458,8219878
"French Polynesia",1996,0,0,0,347658,0
"French Polynesia",1997,0,0,0,578730,0
"French Polynesia",1998,0,0,0,377023,0
"French Polynesia",1999,0,0,0,802104,0
"French Polynesia",2000,0,0,0,489696,48400
"French Polynesia",2001,0,0,0,396319,0
"French Polynesia",2002,0,0,0,646114,0
"French Polynesia",2003,0,2564,0,1131371,4038
"French Polynesia",2004,0,0,0,1448316,0
"French Polynesia",2005,0,0,0,418832,67139
"French Polynesia",2006,0,16579,0,110296,0
"French Polynesia",2007,0,0,0,414815,0
"French Polynesia",2008,0,0,0,424427,0
"French Polynesia",2009,0,0,0,421581,0
"French Polynesia",2010,0,0,0,780757,0
"French Polynesia",2011,0,0,0,482017,0
"French Polynesia",2012,0,0,0,514527,0
"French Polynesia",2013,0,0,0,464767,0
"French Polynesia",2014,0,0,0,607689,0
"French Polynesia",2015,0,0,0,848328,0
"French Polynesia",2016,0,0,0,1101311,0
"Gabon",2004,0,0,0,11622,0
"Gambia",2012,0,0,0,0,9969
"Gambia",2013,0,0,0,0,18316
"Gambia",2014,0,2011,0,0,0
"Gambia",2015,0,0,0,7116,19397
"Georgia",1997,0,70639,0,0,0
"Georgia",1998,0,370222,0,0,0
"Georgia",1999,0,763372,0,0,0
"Georgia",2000,0,554138,9306,0,0
"Georgia",2001,0,1180617,0,0,0
"Georgia",2002,0,563723,0,0,0
"Georgia",2003,0,724227,0,0,24010
"Georgia",2004,0,698965,31645,11985,0
"Georgia",2005,0,435942,7637,9951,0
"Georgia",2006,0,616582,0,0,0
"Georgia",2007,0,372232,0,0,0
"Georgia",2008,0,296950,0,0,69634
"Georgia",2009,835472,388927,0,5180,47747
"Georgia",2010,0,235660,62972,2640,35016
"Georgia",2011,0,249448,0,9209,0
"Georgia",2012,0,138159,0,6512,0
"Georgia",2013,0,0,0,6979,0
"Georgia",2014,0,76120,73001,8462,0
"Georgia",2015,0,0,0,19746,0
"Georgia",2016,0,0,0,35282,0
"Germany",1996,3484346,22937189,27686524,3250044,67968652
"Germany",1997,3624560,21004457,27311111,3598666,99196399
"Germany",1998,2883467,14715744,28538403,2578033,91404316
"Germany",1999,1647670,11940105,30216507,2103996,77809650
"Germany",2000,2273585,14839356,40404325,2701520,72325621
"Germany",2001,739525,16200701,56931990,3372196,48761854
"Germany",2002,1046745,15927978,54366254,5386196,52017685
"Germany",2003,7141516,24636945,54376857,8760410,61808557
"Germany",2004,9909917,25198047,46587018,9509026,96274278
"Germany",2005,8491673,31533347,53587287,6425207,146662620
"Germany",2006,4518815,36736696,63513170,8473013,158488594
"Germany",2007,6217359,39134639,81113196,11730577,144259115
"Germany",2008,8892870,44838503,73826085,5524088,157836957
"Germany",2009,13228361,38384820,69813743,6452283,137489763
"Germany",2010,62535725,46502968,95100849,10566491,138467928
"Germany",2011,56219069,47082500,118442814,15226804,217938504
"Germany",2012,51056236,42612236,140305681,15931131,164988458
"Germany",2013,24313195,42736012,160261931,16769896,166932647
"Germany",2014,23471676,41101104,164335412,13839886,153283322
"Germany",2015,20583296,45191496,131511295,8633740,138443667
"Germany",2016,31711434,35875824,122526473,9288463,147673559
"Ghana",1996,31397210,0,0,15546,0
"Ghana",1997,9083985,130486,16380,5319,75801
"Ghana",1998,23359566,0,0,57421,224536
"Ghana",1999,42164631,0,110356,45467,177862
"Ghana",2000,71735392,0,8231,112039,0
"Ghana",2001,57265559,0,25399,91808,0
"Ghana",2002,26459793,0,0,75252,57326
"Ghana",2003,7915125,0,37784,31471,25555
"Ghana",2004,19826565,0,38656,61358,0
"Ghana",2005,32458708,0,85091,63733,0
"Ghana",2006,73813949,0,144486,48466,7570
"Ghana",2007,52156299,0,98634,101857,0
"Ghana",2008,17084322,0,0,202883,26120
"Ghana",2009,90567460,0,9649,193988,0
"Ghana",2010,185878401,0,4960,107649,9525
"Ghana",2011,276338573,0,9731,64519,10375
"Ghana",2012,181528303,0,47233,125840,6357
"Ghana",2013,184979010,0,321613,241176,12326
"Ghana",2014,196620252,0,285837,427572,5494
"Ghana",2015,225046343,15728,402425,789158,2665
"Ghana",2016,233116628,0,136160,107935,0
"Gibraltar",2000,0,0,11230,0,0
"Greece",1996,0,3565,169921,635728,1097860
"Greece",1997,0,5172,270948,1053189,623088
"Greece",1998,2216,2944,250756,1044682,1268317
"Greece",1999,0,0,190989,1313144,1523115
"Greece",2000,2314,9398,223105,775182,1174903
"Greece",2001,0,5645,418846,971047,1224778
"Greece",2002,0,16159,301246,587033,979746
"Greece",2003,4254,15964,303932,965075,1231492
"Greece",2004,0,11096,275365,706696,1173234
"Greece",2005,5084,177380,416498,898219,1480806
"Greece",2006,0,47847,293528,579491,1419442
"Greece",2007,2920,48695,467150,670814,2061566
"Greece",2008,0,59504,334175,535151,2082215
"Greece",2009,2644,46310,412814,341620,2367774
"Greece",2010,0,38686,325024,392100,2164472
"Greece",2011,0,57594,443474,308720,2646736
"Greece",2012,0,25264,461857,972120,2634764
"Greece",2013,0,54730,579057,512364,2845439
"Greece",2014,0,91138,929813,493544,2769930
"Greece",2015,0,58161,784639,402350,3313678
"Greece",2016,0,133172,700024,348863,2574041
"Greenland",2005,0,66798,0,0,0
"Grenada",1996,0,0,0,239274,0
"Grenada",1997,0,0,0,617663,0
"Grenada",1998,0,0,0,786192,0
"Grenada",1999,0,0,0,2064566,0
"Grenada",2000,0,0,0,2539935,0
"Grenada",2001,0,0,0,1757430,0
"Grenada",2002,0,0,0,2039627,0
"Grenada",2003,0,0,0,1688403,0
"Grenada",2004,0,0,3298,1355591,0
"Grenada",2005,0,0,4638,2212436,0
"Grenada",2006,0,0,10308,764797,0
"Grenada",2007,173636,0,16399,740072,0
"Grenada",2008,89981,0,180709,701447,0
"Grenada",2009,116110,0,0,592546,0
"Grenada",2010,0,0,81913,1156032,0
"Grenada",2011,244200,0,62846,726626,0
"Grenada",2012,85923,0,82860,857011,0
"Grenada",2013,67801,0,117535,780437,0
"Grenada",2014,0,0,63875,881415,0
"Grenada",2015,5451,0,141550,1582679,0
"Grenada",2016,0,0,18645,1254764,6474
"Guadeloupe",1997,44602,0,1706,0,0
"Guatemala",1996,6396,0,0,2178947,266456012
"Guatemala",1997,184235,22340,99007,1972294,414107542
"Guatemala",1998,130538,0,52223,1760776,306476389
"Guatemala",1999,0,0,168032,2675010,309930633
"Guatemala",2000,0,12202,252490,4566817,310978239
"Guatemala",2001,0,5081,171264,5410935,183670360
"Guatemala",2002,0,6780,175629,5010275,174874714
"Guatemala",2003,0,0,668395,3686236,221269057
"Guatemala",2004,0,54136,477995,3796574,221179882
"Guatemala",2005,0,0,471076,2804573,294442199
"Guatemala",2006,0,0,117103,2630605,287499140
"Guatemala",2007,2546,0,146066,3802967,319268960
"Guatemala",2008,40518,32837,139219,7165398,379821821
"Guatemala",2009,2883,252886,199058,6306194,347817621
"Guatemala",2010,0,214757,454995,12426225,301106632
"Guatemala",2011,5384,194104,782175,16599668,591258993
"Guatemala",2012,0,274331,872346,11609054,584163125
"Guatemala",2013,26002,261656,838912,10232693,419748218
"Guatemala",2014,57410,318039,1491625,7819658,367142134
"Guatemala",2015,185515,277213,678491,8802762,330070481
"Guatemala",2016,159721,282130,823639,8291893,264127981
"Guinea",1996,0,0,0,0,678336
"Guinea",1997,2731731,0,0,0,3836448
"Guinea",1998,0,16877,0,6901,3632204
"Guinea",1999,0,0,0,0,321044
"Guinea",2000,0,25439,0,8899,144213
"Guinea",2001,0,0,0,0,3537898
"Guinea",2002,0,0,0,0,1112553
"Guinea",2003,0,0,0,0,242425
"Guinea",2004,19799,0,0,0,1306754
"Guinea",2005,39598,0,0,3519,360578
"Guinea",2006,0,0,0,0,395823
"Guinea",2007,0,0,0,13095,288581
"Guinea",2008,0,0,0,0,305438
"Guinea",2009,0,4803,0,0,48118
"Guinea",2010,0,0,0,0,448417
"Guinea",2011,0,0,0,0,1884971
"Guinea",2012,0,0,0,0,221014
"Guinea",2013,0,0,0,0,148468
"Guinea",2014,0,0,0,24305,76844
"Guinea",2015,0,0,0,0,132917
"Guinea",2016,1952001,0,0,20466,69689
"Guinea-Bissau",2005,0,0,0,0,6461
"Guinea-Bissau",2006,0,0,0,0,16030
"Guinea-Bissau",2007,0,0,0,0,18067
"Guinea-Bissau",2009,0,0,0,0,9483
"Guinea-Bissau",2011,0,0,0,0,167237
"Guyana",1997,0,0,0,1457,0
"Guyana",1998,0,0,0,4472,0
"Guyana",1999,0,0,0,5241,0
"Guyana",2000,0,0,0,5834,0
"Guyana",2002,0,5185,0,31438,0
"Guyana",2003,0,0,0,53351,0
"Guyana",2004,0,0,0,37477,0
"Guyana",2005,0,0,0,48455,0
"Guyana",2006,0,0,0,77509,0
"Guyana",2007,0,0,0,99310,0
"Guyana",2008,0,0,0,197718,0
"Guyana",2009,0,0,0,17240,0
"Guyana",2010,0,0,0,9593,0
"Guyana",2011,0,0,0,14514,0
"Guyana",2012,0,8589,0,92197,0
"Guyana",2013,0,2528,0,55915,0
"Guyana",2014,0,18458,0,156403,16661
"Guyana",2015,0,0,0,100724,0
"Guyana",2016,0,8060,0,167857,7857
"Haiti",1996,850472,0,0,0,321217
"Haiti",1997,1873812,0,0,0,445469
"Haiti",1998,2488389,0,0,15865,788445
"Haiti",1999,1475027,0,0,0,217483
"Haiti",2000,1240770,0,0,0,313289
"Haiti",2001,1598535,0,0,0,74449
"Haiti",2002,3977313,0,0,0,108464
"Haiti",2003,4147924,0,0,0,245532
"Haiti",2004,3096643,9348,0,9700,174906
"Haiti",2005,2341543,0,0,0,78850
"Haiti",2006,4342089,0,0,9653,155649
"Haiti",2007,5810579,0,0,0,125636
"Haiti",2008,8359997,0,0,10327,193241
"Haiti",2009,7086683,0,0,0,45689
"Haiti",2010,4162768,0,0,10910,121066
"Haiti",2011,5698732,0,0,0,464803
"Haiti",2012,8351875,0,0,12316,661684
"Haiti",2013,2225310,0,0,11060,612842
"Haiti",2014,5444172,0,0,0,421183
"Haiti",2015,3612215,7740,0,0,565559
"Haiti",2016,1295090,0,6167,24712,207543
"Heard and McDonald Islands",2012,0,0,0,0,14507
"Honduras",1996,209579,0,0,1426738,38525034
"Honduras",1997,1854909,0,0,1455485,69340622
"Honduras",1998,2357373,0,0,477234,126204910
"Honduras",1999,2069418,0,0,1258719,50683930
"Honduras",2000,1678596,0,13255,1214432,99806154
"Honduras",2001,1337703,0,0,781138,37533867
"Honduras",2002,990045,0,0,2010411,28544749
"Honduras",2003,935146,0,0,1514484,25720532
"Honduras",2004,2408846,0,0,2055106,44638226
"Honduras",2005,2777157,0,0,1537679,62467589
"Honduras",2006,2831298,0,0,1656635,60950635
"Honduras",2007,1611975,0,0,1953111,103482440
"Honduras",2008,2674803,0,0,2504042,134946967
"Honduras",2009,0,0,0,1938427,76986900
"Honduras",2010,157629,0,0,1405566,79074669
"Honduras",2011,68116,0,0,2457792,234643706
"Honduras",2012,67566,0,0,2226656,290558824
"Honduras",2013,29942,0,0,2872894,162682368
"Honduras",2014,184598,0,62803,2624966,203465631
"Honduras",2015,87120,0,93066,3468382,218187567
"Honduras",2016,219400,0,24746,2365051,245544390
"Hong Kong",1996,0,1321844,69902,2812079,9613
"Hong Kong",1997,0,916274,22242,1129000,0
"Hong Kong",1998,0,871310,17389,857019,231133
"Hong Kong",1999,97068,831442,57154,1167445,9180
"Hong Kong",2000,0,1837506,584917,1346503,28177
"Hong Kong",2001,0,1862937,435395,720115,21109
"Hong Kong",2002,0,2529874,355248,506932,23480
"Hong Kong",2003,0,1912597,229188,977138,24387
"Hong Kong",2004,0,1735349,380002,383041,115922
"Hong Kong",2005,0,1669273,240178,506915,220168
"Hong Kong",2006,0,648316,84414,490733,64512
"Hong Kong",2007,0,597543,544308,317555,20502
"Hong Kong",2008,0,1453499,15424,459812,9522
"Hong Kong",2009,0,1434886,46861,359690,18165
"Hong Kong",2010,0,915255,33581,364423,29252
"Hong Kong",2011,0,938033,51311,519686,26228
"Hong Kong",2012,44162,1132146,35094,332320,325036
"Hong Kong",2013,0,966704,68959,771389,800862
"Hong Kong",2014,0,710357,5938,651219,582201
"Hong Kong",2015,0,688111,29943,881199,5853
"Hong Kong",2016,0,1112086,96108,732032,334179
