"Year","Country","Coffee","Tea","Spices","Chocolate","Cocoa"
2015,"Korea, South",1218692,381107,555190,73213,0
2016,"Korea, South",1431951,282662,721539,4718,0
2000,"Lebanon",113296,3876,30806,124840,0
2004,"Lebanon",18834,0,4965,10180,0
2010,"Lebanon",311961,0,52156,296076,0
2011,"Lebanon",446204,0,25520,143476,0
2012,"Lebanon",475727,0,75909,226967,0
2013,"Lebanon",91255,0,158555,48728,0
2014,"Lebanon",342974,2264,217974,241080,0
2015,"Lebanon",147133,0,92477,273482,0
2016,"Lebanon",263552,0,551226,86640,0
2006,"Macedonia",34234,0,0,28226,0
2007,"Macedonia",8487,0,0,55309,53352
2009,"Macedonia",20247,0,0,26794,3075
1996,"Malaysia",27005,0,449482,0,6360899
1997,"Malaysia",23506,6045,2331940,90848,13321016
1998,"Malaysia",20453,0,856702,0,12203611
2000,"Malaysia",26937,0,1429236,25481,6351836
2001,"Malaysia",27061,0,447571,12476,4857022
2002,"Malaysia",99164,0,1215588,8871,6382220
2003,"Malaysia",84452,8317,1308228,98293,16238620
2004,"Malaysia",102337,10704,217691,121024,21971920
2005,"Malaysia",296436,35347,61486,179077,17364028
2006,"Malaysia",2139375,24609,1088504,73566,21140161
2007,"Malaysia",4620276,85222,1002094,72739,22560081
2008,"Malaysia",4363327,135555,516742,204154,28701946
2009,"Malaysia",4408525,53336,82556,269803,39825540
2010,"Malaysia",4382519,35753,87512,455185,51389734
2011,"Malaysia",8690744,261162,806245,1013396,40932471
2012,"Malaysia",9296535,107041,279289,1140771,35498208
2013,"Malaysia",7680282,76841,697140,531245,36576887
2014,"Malaysia",8666290,60558,639869,456348,22565980
2015,"Malaysia",4302312,83799,270618,775124,21678257
2016,"Malaysia",1423314,63594,705468,131024,26750439
1996,"Mexico",125369546,77415,3232229,3972714,4033490
1997,"Mexico",139407972,22337,3796155,3791258,5542934
1998,"Mexico",102054074,47631,4460040,4338115,4042810
1999,"Mexico",85277286,758170,5405872,4541383,147257
2000,"Mexico",71118815,556288,5285974,5740955,266520
2001,"Mexico",35814144,1454839,4892811,6008000,642581
2002,"Mexico",25402528,619652,6578833,6550846,1419277
2003,"Mexico",17489635,2877970,4972594,9375978,1552182
2004,"Mexico",21050127,3187286,4488949,11044552,1962828
2005,"Mexico",24062579,2960282,5343627,14021554,1068022
2006,"Mexico",24343041,1334268,5665661,16030943,745951
2007,"Mexico",31803250,2189295,6692068,18119995,1124908
2008,"Mexico",42835441,755134,5200786,30640654,46113
2009,"Mexico",39021271,1276505,6347705,50875806,1877584
2010,"Mexico",40656282,664253,8108471,59070262,1940248
2011,"Mexico",60548199,1089363,8629495,74388494,1506055
2012,"Mexico",73062327,1157080,10330398,71284918,4544044
2013,"Mexico",58753630,223987,10359876,66167772,3050145
2014,"Mexico",52467332,622022,11093481,68164707,3104294
2015,"Mexico",44018208,654430,11742018,71582685,1125543
2016,"Mexico",29625095,573539,11637619,77533401,3660088
2005,"Montenegro",54350,0,0,85780,0
1996,"Netherlands",5842623,143211,325848,475114,12747950
1997,"Netherlands",5560183,180617,181009,527848,11943546
1998,"Netherlands",6154738,285168,410340,1028112,10991743
1999,"Netherlands",6526396,190955,232775,590861,18093562
2000,"Netherlands",6047989,135930,303820,1332287,12094563
2001,"Netherlands",6117253,148686,732022,1411673,15980987
2002,"Netherlands",6319119,197699,187753,1263002,14542905
2003,"Netherlands",7518720,145797,211119,1344089,24641325
2004,"Netherlands",7686974,452707,370156,2846815,21413795
2005,"Netherlands",2690070,633290,109256,2554607,21608106
2006,"Netherlands",2132345,460926,144843,1713424,21893224
2007,"Netherlands",1788575,408215,90280,950545,17717436
2008,"Netherlands",890330,117735,260836,1380135,21879773
2009,"Netherlands",636969,528514,109155,750145,21412463
2010,"Netherlands",559444,478199,127159,1398132,38108957
2011,"Netherlands",807319,257655,166272,1160266,43033002
2012,"Netherlands",3910894,219987,473823,1100618,40386838
2013,"Netherlands",4022418,78301,88432,1298359,28122925
2014,"Netherlands",2958562,1323379,392274,2460880,20377172
2015,"Netherlands",2999255,562213,191196,1656988,25332281
2016,"Netherlands",2864584,0,179364,1457897,31617525
2010,"New Zealand",5650,0,12400,0,0
2013,"New Zealand",3670,0,10921,2667,0
2014,"New Zealand",7624,39064,0,0,0
2015,"New Zealand",130087,39064,0,5053,0
2016,"New Zealand",28340,0,0,0,0
1996,"Nicaragua",844355,0,192814,0,0
1997,"Nicaragua",1763546,0,63216,0,0
1998,"Nicaragua",2829412,0,0,0,0
1999,"Nicaragua",3689685,0,0,0,0
2000,"Nicaragua",6413658,0,8585,0,0
2001,"Nicaragua",2916305,0,10057,0,0
2002,"Nicaragua",4016171,0,151243,0,0
2003,"Nicaragua",4677060,0,149085,0,0
2004,"Nicaragua",3851550,0,65372,0,0
2005,"Nicaragua",7005935,0,35995,0,0
2006,"Nicaragua",6288612,0,163837,0,9315
2007,"Nicaragua",10040806,0,32432,0,0
2008,"Nicaragua",15362448,0,170654,0,0
2009,"Nicaragua",9043017,0,271111,0,0
2010,"Nicaragua",14628290,0,257717,0,0
2011,"Nicaragua",18216300,0,267339,0,170235
2012,"Nicaragua",11933200,0,146210,0,5375
2013,"Nicaragua",7124130,0,106681,3673,11323
2014,"Nicaragua",4408436,0,209491,0,75511
2015,"Nicaragua",10911415,0,295386,0,31379
2016,"Nicaragua",13587997,0,221977,0,35440
2005,"Nigeria",6647,0,121597,0,1580076
2010,"Nigeria",95514,0,107853,0,1133584
2009,"Norway",8737,0,0,58683,0
2012,"Norway",53261,0,0,92219,0
2014,"Norway",21148,0,0,26386,0
1996,"Panama",3485203,0,0,0,185888
1997,"Panama",3183005,0,0,0,170662
1998,"Panama",7802792,0,0,0,224284
1999,"Panama",6287846,0,0,0,45660
2000,"Panama",5078399,0,0,0,331374
2001,"Panama",1726058,0,0,0,131128
2002,"Panama",1382399,0,107335,0,0
2003,"Panama",1411618,0,163215,2961,61325
2004,"Panama",1248861,0,0,0,0
2005,"Panama",1296492,0,124072,0,122289
2006,"Panama",1028859,0,0,0,0
2007,"Panama",1680619,0,63570,0,0
2008,"Panama",1394429,0,61546,51858,1054140
2009,"Panama",685452,0,38518,0,79182
2010,"Panama",567447,0,0,0,0
2011,"Panama",820349,7637,0,0,0
2012,"Panama",527044,0,84213,0,0
2013,"Panama",394696,0,32608,0,0
2014,"Panama",559177,0,0,0,76602
2015,"Panama",886868,0,0,0,75652
2016,"Panama",322277,6343,0,0,0
1998,"Papua New Guinea",3097082,74352,0,0,4751664
2000,"Papua New Guinea",1722937,61331,51775,0,1427090
2010,"Papua New Guinea",6072678,262054,3742,0,7608431
2011,"Papua New Guinea",16199694,296602,34982,0,3046543
2013,"Papua New Guinea",11183241,102656,0,0,3767371
2014,"Papua New Guinea",13367009,52176,0,0,5163491
2015,"Papua New Guinea",7378803,117918,119531,0,3344133
2016,"Papua New Guinea",13790547,128012,696492,0,2130817
1996,"Peru",5623283,0,0,55649,0
1997,"Peru",2305432,22852,45364,83890,415887
1998,"Peru",4352739,0,9774,148089,1452809
1999,"Peru",7496955,0,62339,257220,1657657
2000,"Peru",8117132,0,81007,169794,1141236
2001,"Peru",10183180,0,396428,80640,509317
2002,"Peru",11278933,0,997409,0,297735
2003,"Peru",12838743,2450,1152508,0,283582
2004,"Peru",21079317,3394,2371580,5451,354571
2005,"Peru",20525099,0,5387333,16800,703887
2006,"Peru",23576725,22045,6680625,59352,523637
2007,"Peru",26889403,2651,6204408,5808,586341
2008,"Peru",35280657,0,8758222,38500,1550703
2009,"Peru",42751721,3224,7937879,16757,2946387
2010,"Peru",48946067,0,9876601,89547,2503223
2011,"Peru",85850258,2409,11386306,409541,2461435
2012,"Peru",81157861,0,9728939,241812,1838437
2013,"Peru",41104913,7712,10588977,445327,3534962
2014,"Peru",44089009,0,11545576,585650,4882838
2015,"Peru",39189127,0,13964745,730230,6709273
2016,"Peru",51514274,0,9475597,1155420,5460372
1996,"Philippines",39930,0,35156,5340,455032
1997,"Philippines",14720,0,17069,12615,413667
2000,"Philippines",5534,0,66193,0,275171
2002,"Philippines",4480,0,58597,15915,150279
2004,"Philippines",20550,0,56494,19868,404964
2005,"Philippines",9002,0,70963,13831,321536
2007,"Philippines",2427,0,12305,24564,335633
2009,"Philippines",4491,0,43627,13042,367457
2010,"Philippines",13447,18156,55857,35805,135745
2011,"Philippines",22264,63725,60231,42066,201596
2012,"Philippines",52139,6095,73653,174591,373588
2013,"Philippines",53224,102228,77967,1570218,400547
2014,"Philippines",120915,0,44729,1316017,137992
2015,"Philippines",164973,61852,149628,1071439,130465
2016,"Philippines",74564,81434,72170,1280929,342604
1996,"Poland",51175,39444,0,481866,0
1997,"Poland",74104,34606,0,598487,0
1998,"Poland",21202,80141,3642,532775,0
2002,"Poland",81373,13190,76693,1246261,0
2004,"Poland",124734,82910,16165,1401510,0
2005,"Poland",168924,108580,18273,2202640,11287
2006,"Poland",190346,162186,7466,2720006,0
2007,"Poland",131372,55892,90415,2268429,0
2008,"Poland",155285,129726,221142,2174789,0
2009,"Poland",271878,48183,265932,2110926,4815
2010,"Poland",194732,132981,556146,1567398,0
2011,"Poland",344102,387175,433033,1854663,7698
2012,"Poland",460177,477593,468761,2765862,0
2013,"Poland",76380,630394,756154,4017691,0
2014,"Poland",553333,731571,818475,5187914,0
2015,"Poland",473191,894974,791313,3980050,2640
2016,"Poland",467721,920635,765680,7646073,3435
2002,"Portugal",127588,0,17256,66056,0
2005,"Portugal",29050,10286,3568,7760,0
2006,"Portugal",61023,0,3506,30554,0
2007,"Portugal",40542,8370,0,20161,2940
2008,"Portugal",42968,0,7214,9615,2151
2009,"Portugal",216390,0,7330,3292,3510
2011,"Portugal",579802,11774,0,7260,0
2012,"Portugal",239996,0,5927,27834,2447
2013,"Portugal",285922,10544,74504,0,2440
2014,"Portugal",221865,0,69266,42552,11534
2015,"Portugal",412205,2615,220108,26065,0
2016,"Portugal",286386,5001,22676,42698,0
2002,"Russia",3495,4593,0,236805,0
2003,"Russia",2658,3695,4002,447295,0
2007,"Russia",5029,3868,3287,609120,6809
2008,"Russia",22441,16768,2559,623546,0
2009,"Russia",6681,20179,0,477307,0
2010,"Russia",8046,34605,11986,665402,2388
2011,"Russia",46200,24019,12264,646277,0
2012,"Russia",5294,17908,2365,594188,0
2013,"Russia",29225,29259,8224,659395,0
2014,"Russia",11804,57529,59632,1057672,10347
2015,"Russia",29323,36650,58479,892177,0
2016,"Russia",36419,89740,12914,633330,0
2005,"Saudi Arabia",7581,0,0,0,0
2007,"Saudi Arabia",40059,0,0,0,0
2010,"Saudi Arabia",8200,0,0,0,0
2012,"Saudi Arabia",10965,23750,0,0,0
2014,"Saudi Arabia",20796,0,0,10448,0
2009,"Serbia",22308,0,0,45173,31043
2012,"Serbia",116231,0,0,81475,21899
2014,"Serbia",174231,0,0,168690,2673
1996,"Singapore",610721,58818,207959,0,2748826
1997,"Singapore",352879,22924,812081,0,2130868
1998,"Singapore",463509,23449,1079186,0,5995434
1999,"Singapore",19481,287263,1044944,0,5064270
2000,"Singapore",76533,319502,1064340,0,2316120
2001,"Singapore",89871,385344,416739,7497,1485399
2002,"Singapore",132782,388118,587750,10499,2704618
2003,"Singapore",173448,481919,708548,0,10882936
2004,"Singapore",163465,267961,531949,76880,2401506
2005,"Singapore",116460,274677,265613,30799,3156468
2006,"Singapore",43178,633066,455194,2023,8218867
2007,"Singapore",93337,218947,188478,261067,11075209
2008,"Singapore",207196,168419,280123,138723,10600724
2009,"Singapore",155269,158359,8714,246988,10370113
2010,"Singapore",28936,40187,40230,122570,3884480
2011,"Singapore",89929,70246,154752,320830,4777918
2012,"Singapore",379896,528248,265713,353104,5128033
2013,"Singapore",290699,29785,228698,491122,5186220
2014,"Singapore",231609,47407,1386714,341639,3181471
2015,"Singapore",15185,34490,239835,494322,3445504
2016,"Singapore",2641,39029,22010,283717,3122936
1997,"South Africa",1658185,78414,32161,42593,0
1999,"South Africa",219690,121208,79092,208094,399149
2001,"South Africa",35540,144807,143569,56858,0
2003,"South Africa",71117,111182,325879,154167,0
2004,"South Africa",15457,347598,344489,20871,56967
2005,"South Africa",103195,232216,253802,800158,0
2006,"South Africa",450026,271309,308333,6668,0
2007,"South Africa",26455,107324,172332,2517,0
2008,"South Africa",74965,156311,622003,29010,0
2009,"South Africa",158754,125899,416829,17875,0
2010,"South Africa",17756,77320,515560,49986,0
2012,"South Africa",218362,70604,447744,95331,0
2013,"South Africa",431692,90564,562907,31654,0
2015,"South Africa",548647,67175,390948,11987,0
1996,"Spain",37438,0,3480160,116584,307110
1997,"Spain",1502298,0,2764357,336061,417553
1998,"Spain",91009,16566,3654611,237228,377322
1999,"Spain",12284,0,2864425,259994,746279
2000,"Spain",8451,0,3721979,370517,230239
2001,"Spain",49033,13479,2433197,476580,184322
2002,"Spain",20916,24256,3375542,255699,1178470
2003,"Spain",30311,7684,4109957,1829702,976797
2004,"Spain",152906,99593,3437114,991353,2003341
2006,"Spain",205224,0,3052838,715834,1834737
2007,"Spain",281119,0,3765140,550689,2107601
2008,"Spain",977892,0,4933265,474204,2287606
2009,"Spain",1330219,0,6046132,302336,2480068
2010,"Spain",2337558,7149,7190476,127996,4427253
2011,"Spain",1026242,28919,7408002,613510,7591118
2012,"Spain",579369,87954,8254306,1768301,9894620
2013,"Spain",1465867,43753,6073478,3035948,6101331
2014,"Spain",1172717,108331,7028496,2241851,4328511
2015,"Spain",2721359,68056,7844964,1571572,2947439
2016,"Spain",400390,77094,7763142,1230315,4853653
2002,"Sri Lanka",10767,2728276,2123424,0,0
2009,"Sri Lanka",10020,2504988,1774357,0,0
2011,"Sri Lanka",16639,3323650,3360320,98000,47813
2004,"Sweden",5410050,0,0,847019,0
2010,"Sweden",6942661,0,0,1972404,0
2011,"Sweden",6002047,3148,0,1868856,0
2012,"Sweden",4295472,0,0,2302086,0
2014,"Sweden",463800,0,0,2859446,0
2015,"Sweden",17797,0,0,1554805,0
2016,"Sweden",17742,0,0,1447079,0
1996,"Switzerland",864637,0,2453,3285348,330171
1997,"Switzerland",1193174,0,94156,3277838,249786
1998,"Switzerland",192827,104317,19533,3996515,130860
1999,"Switzerland",783502,0,0,5234449,309133
2000,"Switzerland",1762053,3950,6533,2874156,357379
2001,"Switzerland",2988952,25459,3024,3458788,168996
2002,"Switzerland",2285766,0,14860,3645946,457759
2003,"Switzerland",4865018,0,7217,4032272,438665
2004,"Switzerland",5927176,0,28476,5245719,401728
2005,"Switzerland",5339693,0,29219,7240505,696428
2006,"Switzerland",5455503,0,27388,6676532,475636
2007,"Switzerland",5622466,0,7521,7644678,563167
2008,"Switzerland",6323702,0,160486,8267411,850192
2009,"Switzerland",6088096,0,0,7792928,943920
2010,"Switzerland",5698776,0,0,6995327,17290
2011,"Switzerland",15484679,0,0,7453312,33613
2012,"Switzerland",16577035,0,0,7786547,13029
2013,"Switzerland",8726302,4901,0,6640751,35345
2014,"Switzerland",10121801,5814,0,7937128,32977
2015,"Switzerland",24290649,41421,0,7553475,55265
2016,"Switzerland",24250732,7669,0,8044539,54426
1998,"Taiwan",532712,540548,62740,0,0
1999,"Taiwan",13051,829604,95342,0,0
2000,"Taiwan",4391,843394,53812,70671,0
2001,"Taiwan",3760,590355,106244,17701,0
2002,"Taiwan",37788,892064,199467,2918,0
2004,"Taiwan",2517,837711,174072,8893,0
2005,"Taiwan",25649,876608,193451,10472,0
2006,"Taiwan",25298,922394,42233,110911,0
2007,"Taiwan",19901,779505,226134,88932,0
2008,"Taiwan",22448,1076383,74793,108572,0
2009,"Taiwan",82771,832841,161123,0,0
2010,"Taiwan",38014,842627,134861,11344,0
2011,"Taiwan",62737,1443819,237687,10305,0
2012,"Taiwan",110237,1245986,196332,10347,0
2013,"Taiwan",115269,1176135,206362,6463,0
2014,"Taiwan",110056,1587842,147499,16400,0
2015,"Taiwan",109546,1395242,255315,6161,0
2016,"Taiwan",206813,1823792,287767,13391,0
2013,"Tanzania",4111537,0,0,0,83376
2014,"Tanzania",3451970,71748,0,0,154573
2015,"Tanzania",5823342,0,0,0,95227
2016,"Tanzania",5393119,0,0,0,127095
1996,"Thailand",5016290,70790,420291,0,309382
1997,"Thailand",351286,54045,644215,12352,86528
1998,"Thailand",346020,33020,650434,0,486607
1999,"Thailand",441684,64942,536029,0,940507
2000,"Thailand",3833216,80698,712707,0,859442
2001,"Thailand",1478472,34505,854091,0,556415
2002,"Thailand",226872,84256,702212,0,324035
2003,"Thailand",1575152,130563,506509,11702,1811305
2004,"Thailand",713291,83560,757024,26082,474152
2005,"Thailand",1926524,127010,667061,16207,991893
2006,"Thailand",2929461,171792,791603,74438,172530
2007,"Thailand",594079,204157,801421,0,1251365
2008,"Thailand",117666,207214,1039505,0,22525
2009,"Thailand",221141,260163,885523,12581,0
2010,"Thailand",407652,588831,1104584,11352,0
2011,"Thailand",151726,433256,1013699,6135,0
2012,"Thailand",315076,504966,690930,80962,0
2013,"Thailand",327201,1084337,690910,4481,0
2014,"Thailand",236090,745618,1145262,2642,5351
2015,"Thailand",174142,591246,808940,58182,0
2016,"Thailand",210062,778508,801671,130057,0
1996,"Trinidad and Tobago",45378,0,142876,0,62109
1997,"Trinidad and Tobago",13464,0,163716,0,343051
1999,"Trinidad and Tobago",10250,0,80694,0,55890
2000,"Trinidad and Tobago",9699,0,163570,0,0
2002,"Trinidad and Tobago",12266,0,63505,0,0
2003,"Trinidad and Tobago",11554,0,53410,0,0
2007,"Trinidad and Tobago",8929,0,74474,0,0
2009,"Trinidad and Tobago",7990,0,21614,0,303100
2010,"Trinidad and Tobago",6552,0,102416,0,0
2013,"Trinidad and Tobago",2622,0,94742,33942,0
1996,"Turkey",3967,17781,3712922,9255,0
1998,"Turkey",15959,75356,3802492,118565,0
1999,"Turkey",6661,144156,3977329,151926,21922
2001,"Turkey",23207,177330,2575038,293322,2195
2002,"Turkey",8838,280568,3567572,296738,0
2004,"Turkey",16619,184147,3441947,1568390,0
2009,"Turkey",30487,111027,3641888,351146,0
2010,"Turkey",42320,132147,3562769,843942,0
2011,"Turkey",123212,259520,4454902,319422,0
2012,"Turkey",146226,213426,4606234,512382,0
2013,"Turkey",140308,255835,6629423,722808,0
2014,"Turkey",202235,421278,6406274,1821519,0
2015,"Turkey",182882,94719,5740097,1534311,2237
2010,"Uganda",3444772,0,463251,0,1278167
2012,"Uganda",3235328,0,667476,0,0
2007,"Ukraine",28635,0,0,280244,0
2015,"Ukraine",4764,22106,37778,717980,0
1996,"United Kingdom",276199,445929,231381,9419124,840959
1997,"United Kingdom",79195,834837,196311,14273520,1538609
1998,"United Kingdom",936814,1078392,168273,12715350,829575
1999,"United Kingdom",1028122,1076515,16356,12537380,1022961
2000,"United Kingdom",1143865,897253,58720,11321782,1432131
2001,"United Kingdom",1413340,1450884,194744,6005473,3913397
2002,"United Kingdom",676363,1319813,69694,5710309,3473994
2003,"United Kingdom",1107764,2007307,107822,7885262,3243130
2004,"United Kingdom",1265725,1649535,149947,3725468,1651015
2005,"United Kingdom",1469859,2912002,164594,5576988,893893
2006,"United Kingdom",1185222,3787583,54497,5303925,1744242
2007,"United Kingdom",700086,3487502,71187,2206840,1928648
2008,"United Kingdom",670239,3347241,49604,5253155,3276243
2009,"United Kingdom",1014919,3555297,69297,3149178,4987859
2010,"United Kingdom",932351,2666365,137964,4435650,1702742
2011,"United Kingdom",468047,2858070,267289,3799046,0
2012,"United Kingdom",1297438,1691456,37069,5486024,3785
2013,"United Kingdom",811483,1591072,49773,3994344,28756
2014,"United Kingdom",867770,1897445,165745,4598512,11473
2015,"United Kingdom",447467,2584006,270656,6564491,23702
2016,"United Kingdom",481814,2763954,219003,6329099,26512
1996,"Venezuela",8346023,0,0,12262,467695
1997,"Venezuela",3247135,0,0,128230,396601
1998,"Venezuela",10089587,0,0,44975,203000
1999,"Venezuela",16799265,0,0,169845,17570
2000,"Venezuela",3506892,0,0,0,94300
2002,"Venezuela",1781719,2341,0,88066,88778
2005,"Venezuela",3544,0,0,395383,209109
2006,"Venezuela",6022,0,0,110989,59100
2007,"Venezuela",1300642,0,0,492258,98129
2008,"Venezuela",7296630,0,0,5616,453900
2009,"Venezuela",34205,0,0,0,585301
2011,"Venezuela",4938,0,0,163131,47791
2013,"Venezuela",514550,0,0,0,1296514
1997,"Vietnam",29594102,228151,347408,0,0
2002,"Vietnam",15210806,362259,1193063,0,0
2008,"Vietnam",51313554,777642,6893745,0,0
2009,"Vietnam",60293531,1050732,10616510,12120,40556
2010,"Vietnam",76338051,1021543,6340396,39491,55653
2011,"Vietnam",91631822,1205758,10064446,75375,0
2012,"Vietnam",102525245,1785843,10045684,4595,0
2013,"Vietnam",96259359,2162540,11377747,177331,0
2014,"Vietnam",74419010,2683195,20826512,168234,0
2015,"Vietnam",57966474,1979291,27594311,72940,0
2016,"Vietnam",70431398,1366148,24150188,351762,6424
