Year,SITC,sitc_sdesc,Country,Export,Import
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,India,883296,201782
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Pakistan,14898,34528
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Thailand,3906650,142241
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Vietnam,134275,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cambodia,8911,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Malaysia,2949865,752529
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Singapore,7214899,292806
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Indonesia,474246,64779
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Brunei,74718,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Philippines,18481669,112320
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,China,10392500,6488123
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,"Korea, South",32268405,583966
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Hong Kong,10022694,240178
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Taiwan,7746321,29567
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Japan,23153008,1471539
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Australia,4639343,1457433
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,New Zealand,1381294,82680
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,New Caledonia,6842,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,French Polynesia,335092,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Marshall Islands,31367,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Micronesia,36418,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Palau,178104,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Fiji,12990,8656
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Egypt,74229,130781
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cameroon,0,27864
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Senegal,32479,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ghana,0,85091
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Nigeria,6429,4625
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Helena,519041,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Burundi,10310,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Tanzania,10310,0
2005,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,South Africa,556056,904867
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Canada,324011657,696173917
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Mexico,105762465,126076786
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Guatemala,3363864,117103
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belize,415516,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,El Salvador,2001444,216869
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Honduras,2148779,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Nicaragua,728745,3189
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Costa Rica,3178592,15384
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Panama,6315365,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bermuda,816909,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bahamas,1714466,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cuba,39452,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Jamaica,2080328,12957
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Turks and Caicos Islands,37855,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cayman Islands,191652,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Haiti,18239,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Dominican Republic,4047400,710007
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Kitts and Nevis,8101,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Antigua and Barbuda,114275,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Lucia,242051,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Vincent and the Grenadines,182165,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Grenada,21288,10308
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Barbados,922835,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Trinidad and Tobago,3092763,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Netherlands Antilles,519219,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Aruba,1160322,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Colombia,6884945,4291018
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Venezuela,5985070,1730499
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Guyana,39968,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Suriname,141618,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ecuador,1198884,1537243
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Peru,7085929,174272
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bolivia,966672,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Chile,1404327,8180519
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Brazil,1295163,38253493
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Uruguay,503097,714465
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Argentina,140019,6141405
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Iceland,729089,56604
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Sweden,59527,5352873
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Norway,304058,393351
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Finland,183335,124926
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Denmark,145381,5244048
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,United Kingdom,14322385,37122384
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ireland,153764,31159109
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Netherlands,2369041,10754716
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belgium,484585,94428684
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Luxembourg,6590,17219
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,France,660046,43700994
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Germany,1279569,63513170
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Austria,26015,6583708
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Czech Republic,48065,69588
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Slovakia,0,27332
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Hungary,44968,337681
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Switzerland,106824,50099336
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Latvia,4172,377269
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Lithuania,20315,333831
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Poland,76207,16852981
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Russia,4686939,3397577
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belarus,0,216761
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ukraine,69011,939406
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Kazakhstan,4200,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Moldova,0,9797
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Spain,164871,7178925
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Portugal,130683,120439
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Malta,3996,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Italy,157904,30305123
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Croatia,0,1268422
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Slovenia,40363,92168
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Macedonia,0,145907
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Montenegro,3020,150018
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Greece,368613,293528
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bulgaria,0,95306
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Turkey,146551,2994712
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cyprus,118178,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Syria,0,371152
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Lebanon,115129,515906
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Israel,3233035,7163419
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Jordan,395818,6449
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Kuwait,536130,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Saudi Arabia,2764655,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Qatar,238782,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,United Arab Emirates,9597819,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Oman,4540,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bahrain,182564,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,India,133825,305109
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Pakistan,47331,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Sri Lanka,1893818,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Burma,4399,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Thailand,4872766,408068
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Vietnam,349269,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cambodia,15544,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Malaysia,3334989,765491
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Singapore,9852916,631273
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Indonesia,603337,38094
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Brunei,43076,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Philippines,19204512,619203
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Macau,13044,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,China,13069293,10436886
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,"Korea, South",38782080,644808
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Hong Kong,10978967,84414
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Taiwan,8143817,166971
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Japan,24592868,1980636
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Australia,5281704,780704
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,New Zealand,2056954,56805
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Samoa,53758,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Pitcairn Islands,14784,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,French Polynesia,437089,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Marshall Islands,17450,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Micronesia,32407,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Palau,121528,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Fiji,11609,3152
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Libya,3100,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Egypt,72006,207962
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cote d'Ivoire,13986,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ghana,0,144486
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Niger,0,41372
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Nigeria,22245,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Chad,8596,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Benin,43691,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Angola,23450,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Congo (Brazzaville),3528,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Sao Tome and Principe,0,6672
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Somalia,4094,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Kenya,108088,0
2006,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,South Africa,1574445,156778
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Canada,341654517,715710990
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Mexico,118087371,143042793
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Guatemala,3732347,146066
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belize,678469,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,El Salvador,3565923,226888
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Honduras,2500638,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Nicaragua,943907,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Costa Rica,3988710,175324
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Panama,10942209,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bermuda,1173694,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bahamas,2714674,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cuba,2978,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Jamaica,2855417,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Turks and Caicos Islands,61471,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cayman Islands,261296,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Haiti,50078,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Dominican Republic,4677110,1025535
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Antigua and Barbuda,285095,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Lucia,268394,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,St Vincent and the Grenadines,143781,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Grenada,39169,16399
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Barbados,1068429,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Trinidad and Tobago,4606859,34760
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Netherlands Antilles,500223,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Aruba,1025913,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Colombia,10320817,4132644
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Venezuela,6664735,1385514
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Guyana,71155,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Suriname,308718,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ecuador,1430287,1512071
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Peru,10521200,200898
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bolivia,1431497,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Chile,2870635,4924843
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Brazil,2640675,20127169
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Paraguay,48224,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Uruguay,1188391,620033
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Argentina,2425534,4061528
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Iceland,906584,134686
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Sweden,223269,5737899
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Norway,452036,560353
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Finland,2896807,207403
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Denmark,140268,5561346
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,United Kingdom,8010612,37256925
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ireland,20000,24920807
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Netherlands,5075076,12963649
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belgium,175222,107740212
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,France,1273902,46505758
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Germany,2171317,81113196
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Austria,174561,6751402
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Czech Republic,7465,67014
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Slovakia,4350,37136
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Hungary,32200,351031
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Switzerland,46473,60677070
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Latvia,0,436612
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Lithuania,0,333871
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Poland,22593,19380782
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Russia,5947418,3456609
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Belarus,0,274859
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Ukraine,3274,1146144
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Armenia,0,21277
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Georgia,13382,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Moldova,0,13637
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Spain,195602,6264286
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Portugal,289845,134362
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Italy,360915,29357354
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Croatia,0,1390675
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Slovenia,8898,125865
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bosnia and Herzegovina,0,14554
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Macedonia,0,134847
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Serbia,13104,332444
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Montenegro,78120,26461
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Greece,507360,467150
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Romania,23218,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bulgaria,3062,94806
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Turkey,142380,1942789
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cyprus,120039,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Lebanon,140118,719069
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Israel,3540283,7323781
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,West Bank Administered by Israel,0,8506
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Jordan,450205,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Kuwait,680160,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Saudi Arabia,5227045,6447
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Qatar,321306,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,United Arab Emirates,9095811,189703
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Oman,106140,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Bahrain,287004,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Afghanistan,8540,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,India,261718,398368
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Pakistan,259710,13436
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Sri Lanka,6003731,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Thailand,5187206,58529
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Vietnam,588864,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cambodia,66725,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Malaysia,3230629,1063114
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Singapore,14249944,1005015
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Indonesia,1219290,14014
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Brunei,51543,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Philippines,23082237,86703
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Macau,32765,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,China,13813516,11837834
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,"Korea, South",44702759,673907
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Hong Kong,17255256,544308
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Taiwan,13799854,132505
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Japan,27198516,1931596
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Australia,6486405,1946697
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,New Zealand,1692448,35312
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Samoa,6346,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,French Polynesia,581256,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Marshall Islands,31367,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Micronesia,7208,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Palau,90901,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Fiji,5555,2069
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Tonga,51156,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Egypt,23236,25927
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Equatorial Guinea,4243,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Senegal,22020,0
2007,073,CHOCOLATE & OTHER FOOD PREPARATIONS CONTAINING CO,Cote d'Ivoire,0,1513080
